"date","symbol","rank","buytext","buypoint"
"03/25/13","WDC","42","Light-volumepullbackto 10-weekafter hitting newhigh.",
"03/25/13","AL","45","9%past26.57buy pointinfirst-stage pattern.","26.57"
"03/25/13","NSR","48","Flatbaseforms with 46.83buypoint; support at10-weekavg.","46.83"
"03/25/13","OAS","50","Flatbasethus far iscontained at10-weekline.",
"03/26/12","AAPL","1","Nearly40%past 427.85entry;no newentry since January.","427.85"
"03/26/12","LULU","4","13%past67.32buy point;weekly volumebest in10weeks.","67.32"
"03/26/12","ULTA","7","Extendedfrom cup base; new highsinhealthy trade.",
"03/26/12","ALXN","2","7%above 87.73buy pointinthree-weeks-tightpattern.","87.73"
"03/26/12","KORS","5","Stillnobuy areainsight for red-hotnew issue.",
"03/26/12","PCLN","8","Hittingnewhighs ingoodvolume;30%past 549.10buy point.","549.10"
"03/26/12","GNC","3","2%past33.80buy pointinfour-weeks-tightpattern.","33.80"
"03/26/12","LQDT","6","Extendedfrom pullback, 17%past39.86 buypoint.","39.86 "
"03/26/12","QCOR","9","Accumulationrises asstockrecoversabove 10-weeksupport.",
"03/26/12","SWI","10","Formssquare boxbase with39.85 buypoint.","39.85 "
"03/26/12","FRAN","13","31%past24.73buy pointafterbreakout from IPObase.","24.73"
"03/26/12","EC","11","32%past46.10entry from double-bottombase. Holding tight.","46.10"
"03/26/12","SAVE","14","Reboundingfrom reversal.Now 12%past17.58buy point.","17.58"
"03/26/12","INVN","12","Extendedafter strong reboundfrom 10-week support.",
"03/26/12","BWLD","15","Downsidereversallast week,but stillholding up afterrun.",
"03/26/12","HLF","16","Up11%past 63.50trigger fromcup-without-handle base.","63.50"
"03/26/12","CF","19","Findingsupport at 10-weekline.",
"03/26/12","NTES","22","Climbs17%past cupwith handle's51.14 buypoint.","51.14 "
"03/26/12","V","25","14%past104.30 buypoint; RSline still near high.","104.30 "
"03/26/12","FFIV","28","Trades1% beyond 130.37entry from three-weeks-tight.","130.37"
"03/26/12","MNST","17","24%pastsplit-adjusted48.75buy pointinflatbase.","48.75"
"03/26/12","SXCI","20","Easing,but still 9% past66.05buy point.","66.05"
"03/26/12","CSTR","23","Formedthree-weeks-tightwith buypoint at63.89.","63.89"
"03/26/12","CMG","26","22%past341.38 buypoint; up 14straightweeks.","341.38 "
"03/26/12","CLR","29","Coolinginmild manner; now21%past 73.08buypoint.","73.08"
"03/26/12","NUS","18","17%past51.77buy pointinflatbase. Solid RSline.","51.77"
"03/26/12","MA","21","10%past385.09 buypoint frombase. Holding tight.","385.09 "
"03/26/12","ROST","24","9%past52.63buy pointinthree-weeks-tight pattern.","52.63"
"03/26/12","TSCO","27","4%past82.60buy pointfrom three-weeks-tight pattern.","82.60"
"03/26/12","SHFL","30","Makinga low-volumepullback afterhitting new high at18.38","18.38"
"03/26/12","TDG","31","3%Below119.51 buy point;findssupport at 10-weekline.","119.51 "
"03/26/12","TDC","34","Holdssteady,9% past62.72trigger afterFeb. 9breakout.","62.72"
"03/26/12","FOSL","37","Testingresistanceat priorhigh near 135.",
"03/26/12","MELI","40","Findssupportat 10-weekline;6% above 91.55handleentry.","91.55"
"03/26/12","SHOO","43","11%above39.52buy pointfrom breakout inlight volume.","39.52"
"03/26/12","FAST","47","42%past37.88buy pt;breakout from square-box base.","37.88"
"03/26/12","DG","32","Extendedafter bounceoff10-weekline; newhigh involume.",
"03/26/12","SWKS","35","Solidrebound, trading above moving averagelines.",
"03/26/12","CELG","38","Movingintightaction afterbreaking out; 2%past75.21entry.","75.21"
"03/26/12","VMW","41","Findingsupport at 10-weekline;7% past102.09 buypoint.","102.09 "
"03/26/12","PII","44","Breaksout ofbase onbase, clearing70.41entryin fasttrade.","70.41"
"03/26/12","TCBI","46","Extendedafter rallyingoff supportat 10-weekline.",
"03/26/12","SIMO","49","Tryingtorebound, but lagsmarketwith 33%correction.",
"03/26/12","VAL","33","Just2%over 47.71buy ptof three-weeks-tightpattern.","47.71"
"03/26/12","UA","36","Now12%pastan86.97 cup-with-handlebuy point.","86.97 "
"03/26/12","TIBX","39","3%past30.04buy ptincup w/handle. Look for highervol.","30.04"
"03/26/12","DLTR","42","Newhigh and 9%past86.743-weeks-tight buypoint.","86.743"
"03/26/12","TJX","45","Newhigh, but extendedafter severaltests of10-week line.",
"03/26/12","ASNA","48","Newhighs inhealthytrade; 25%past35.35buy point.","35.35"
"03/26/12","SLXP","50","5%past50.38buy pointfrom a flatbase.","50.38"
"03/28/11","ARUN","1","Extendedafter reboundingfrom its10-week line.",
"03/28/11","BIDU","4","2%past131.73 flat-basebuy point; late-stagebase.","131.73 "
"03/28/11","NFLX","7","Climbsback above10-week asit worksonlate-stagebase.",
"03/28/11","APKT","2","Backsoffto 10-weekline aftershowingrailroad tracks.",
"03/28/11","LULU","5","Formingbase-on-base pattern,potential85.38 buypoint.","85.38 "
"03/28/11","OPEN","8","Extended6% past96.07buy pointfrom square-box base.","96.07"
"03/28/11","PCLN","3","Launchesfrom 10-week lineto new highsinsolid volume.",
"03/28/11","FOSL","6","Extendedfrom 10-weekpullback. Cleared resistancenear 85.",
"03/28/11","SLW","9","Meetingresistancearound 46. Hasn'ttouched10-week line.",
"03/28/11","AGP","10","Tradingtightly butnot enoughto create buyingarea.",
"03/28/11","CMG","13","Sixweeks intocuppish base-on-basepattern.",
"03/28/11","SWKS","11","Nears10-weekline infifthweek of possiblebase.",
"03/28/11","SINA","14","Twoweeks down, two weeks uppattern canbe awarning.",
"03/28/11","GPOR","12","Extendedafter big-volumerebound off10-weekline.",
"03/28/11","HS","15","Easesafterclearing38.85 4-weeks-tightentry.","38.85 "
"03/28/11","PPO","16","Reboundsinstrong trade afterpullback to10-weekaverage.",
"03/28/11","DECK","19","Retakes10-weekline inlighttrade asit buildsnew base.",
"03/28/11","NETL","22","Reboundsafterlight-volume pullback tothe10-week avg.",
"03/28/11","SOHU","25","Formingbase-on-base pattern. Hassupportat 10-weekline.",
"03/28/11","OTEX","28","Shapingbase with resistancearound the60 level.",
"03/28/11","ALTR","17","Reboundsafterpullback to10-week moving average.",
"03/28/11","ARMH","20","Rebounding,still wellbelowits 10-weekmoving average.",
"03/28/11","EZPW","23","Atnewhigh and 5%past 29.78cup-with-handlebuy point.","29.78"
"03/28/11","INFA","26","Topsflatbasebuy pointof 49.86in41%heavier volume.","49.86"
"03/28/11","TSCO","29","Nearhigh after10-wkrebound; multipletests since breakout.",
"03/28/11","CXO","18","Supportat10-week aftermakingnew highs inlighttrade.",
"03/28/11","GEOI","21","Retakes10-weekline, but novolume behindmove.",
"03/28/11","BTU","24","Volumewaning asstock makesnew high.",
"03/28/11","CTSH","27","Clearsresistancearound 77; had tradedaround 10-weekline.",
"03/28/11","ACOM","30","Barelyreclaims 10-weekmoving average; strong volume.",
"03/28/11","TPX","31","Clears49.973-weeks-tightbuy point; needsvolume.","49.973"
"03/28/11","NTES","34","Nearsrecenthigh afterbounceoff 10-wk,but RSline lags.",
"03/28/11","ST","37","Touchesrecenthigh, thenbacks offinmodest volume.",
"03/28/11","ARW","40","Infifthweek of squarebox base; potentialentry at43.",
"03/28/11","JAZZ","43","Tradefallsfor second week asstock moves higher.",
"03/28/11","BWA","47","Climbsback above10-week line, continuesto consolidate.",
"03/28/11","TZOO","32","Extendedafter clearing53.31cup trigger;thinlytraded.","53.31"
"03/28/11","CLF","35","Climbsback above10-week line, butvolume isbelow average.",
"03/28/11","SRCL","38","Tryingtoclear consolidation;weak volumesofar.",
"03/28/11","PNRA","41","14%extendedfrom 106.97 buypoint afterFebruary breakout.","106.97 "
"03/28/11","ILMN","44","Haltsdepth of pullbackat 17%.Still below10-weekline.",
"03/28/11","EW","46","Easesfrom resistancenear 90, butsupport at 10-weekline.",
"03/28/11","ORCL","49","Battlesback to 10-weekline insolidvolume.",
"03/28/11","NVO","33","Testing10-weekline for 2ndtime since Dec.10 breakout.",
"03/28/11","JOYG","36","Reboundsfrom light-volumedip to 10-weekavg; formingbase.",
"03/28/11","IDCC","39","Consolidatingbelow10-week avgasitforms new base.",
"03/28/11","CVLT","42","Formed 6-wk cup base; may be hitting resistance at prior high.",
"03/28/11","BRKR","45","Reboundsfrom 2nddip to10-wk avgafterNov. basebreakout",
"03/28/11","NOG","48","Slightlybreaches 10-weekline inmassive weeklyvolume.",
"03/28/11","VECO","50","Consolidates,but showswide,looseaction.",
"03/29/10","LULU","1","Rapid gains push stock 23% past 33.05 cup-base buy point.","33.05 "
"03/29/10","BIDU","5","Near all-time high after rebounding off its 10-week line.",
"03/29/10","IDSA","9","Punches to 60% above 10.60 buy point in first base above $10.","10.60 "
"03/29/10","CAAS","2","48% correfction in cup is too deep by far.",
"03/29/10","BUCY","6","Retesting 67.77 cup-with-handle buy point.","67.77 "
"03/29/10","AIXG","3","Forming base after an already huge advance in 2009.",
"03/29/10","CAGC","7","Extended after finding support around 10-week line.",
"03/29/10","PCLN","4","Extended 9% from 231.59 buy point in cup base.","231.59 "
"03/29/10","GMCR","8","5% past 88.75 buy point from flat base pattern; 3% off high.","88.75 "
"03/29/10","VIT","13","Clears 21.93 buy point in cup base, than regroups.","21.93 "
"03/29/10","TSTC","17","Jan-Feb base too deep. Watch for another base to form.",
"03/29/10","JCG","10","Recovers, now resting at 46.73 buy pt from cup w/o handle.","46.73 "
"03/29/10","DECK","14","Extended 22% past 113.20 buy point from cup-shaped base.","113.20 "
"03/29/10","SIRO","18","Trading tightly but not quite a 3-weeks-tight.",
"03/29/10","CLW","11","Thin stock adding potential handle to double-bottom base.",
"03/29/10","PRGO","15","7% above 52.83 buy point in three-weeks-tight pattern.","52.83 "
"03/29/10","CTRP","19","Clears 40.59 buy point in nice volume, then pulls back.","40.59 "
"03/29/10","OSIP","12","At five-year high after Astellas' takeover offer.",
"03/29/10","ISRG","16","Finds support at 10-week line; could be starting base.",
"03/29/10","BGH","24","7% past 31.54 buy pt after pullback to the 10-wk avg.","31.54 "
"03/29/10","VRX","28","9% past 37.67 buy point from 3-weeks-tight pattern.","37.67 "
"03/29/10","NTY","32","5% past 46.16 buy pt after breakout from cup w/handle base.","46.16 "
"03/29/10","CRM","36","Just below 75.63 buy pt in distribution-heavy 10-week base.","75.63 "
"03/29/10","EL","40","26% past 50.67 buy point from flat-base breakout.","50.67 "
"03/29/10","LZ","21","At new high and 1% past 90.45 three-weeks-tight trigger.","90.45 "
"03/29/10","NFLX","25","20% past 61.75 buy point after breaking out on Jan. 28.","61.75 "
"03/29/10","ATHR","29","Pulls back to 10-week line after clearing 37.93 buy point.","37.93 "
"03/29/10","WIT","33","May be forming handle in 2-month cup base w/24.09 buy pt.","24.09 "
"03/29/10","BIG","37","Up 19% from 31.49 buy point from square-box base.","31.49 "
"03/29/10","HRBN","22","Dives to 10-wk after clearing 24.85 buy pt in cup w/o handle.","24.85 "
"03/29/10","EZPW","26","Slips after nailing new high; 11% past 18.80 buy point.","18.80 "
"03/29/10","NIHD","30","Slips to 4.5% past 39.05 buy point after base-on-base pattern.","39.05 "
"03/29/10","TSL","34","Forming base as it consolidates below 10-week avg.",
"03/29/10","KMGB","38","May be forming double-bottom base with possible 17 buy pt.",
"03/29/10","FFIV","23","11% over 56.29 buy pt after rebounding off 10-week line.","56.29 "
"03/29/10","WX","27","Consolidating below 10-wk avg as it forms new base.",
"03/29/10","CTSH","31","Just below 52.32 buy pt in four-weeks-tight pattern.","52.32 "
"03/29/10","LOPE","35","22% past 21.73 buy pt; broke out from yr-long cup w/handle.","21.73 "
"03/29/10","BCSI","39","Just above 31.15 buy pt in cup-without-handle base.","31.15 "
"03/29/10","AFL","44","3% past potential 52.26 buy pt after low-volume move.","52.26 "
"03/29/10","HLF","48","Forming cup-without-handle base; potential 45.28 buy point.","45.28 "
"03/29/10","MELI","41","Forms handle to deep, three-month base.",
"03/29/10","TUP","45","Clears double-bottom buy pt., builds handle w/49.51 buy point.","49.51 "
"03/29/10","NETL","49","Advances after clearing odd pattern; no recent entry point.",
"03/29/10","GES","43","Just 2% past 46.49 buy point from cup base.","46.49 "
"03/29/10","BMA","47","Clears double-bottom base. Now 2% past 30.79 buy point.","30.79 "
"03/29/10","AAPL","42","Hits new high and 7% past 215.69 buy point from cup base.","215.69 "
"03/29/10","DBRN","46","Rebounding from pullback; 3% past 25.84 flat-base trigger.","25.84 "
"03/29/10","HMIN","20","Shapes low handle, which is more prone to failure.",
"03/29/10","APKT","50","60% past 12.35 buy pt after breakout from 6-week flat base.","12.35 "
"03/30/09","TNDM","1","11% past 21.08 left-side buy point from cup-shaped base.","21.08 "
"03/30/09","ESI","5","Base building looks better above its 10-week line.",
"03/30/09","NFLX","9","Finishes 2% past 38.93 buy point after sharp weekly reversal.","38.93 "
"03/30/09","STAR","2","4% past 15.10 buy pt, but volume is high as stock dips.","15.10 "
"03/30/09","VPRT","6","Working on right side of 70% deep base; good up volume.",
"03/30/09","DMND","3","Seems to need more base-building. Biggest gains in IBD100.",
"03/30/09","APEI","7","Sloppy base tightens up into cup with handle past 6 weeks.",
"03/30/09","LFT","4","9% past 19.26 buy pt; iceberg mars otherwise nice picture.","19.26 "
"03/30/09","NTES","8","May be forming handle in 7-month cup base.",
"03/30/09","NVEC","13","Sputters after trying to clear deep handle.",
"03/30/09","SXCI","17","Inching higher, but short of 21.77 buy point on pullback.","21.77 "
"03/30/09","INT","10","Irregular double bottom forming with buy point at 36.",
"03/30/09","HMSY","14","Falls below 10-week line in yet another test of key area.",
"03/30/09","CACC","18","Thinly traded stock shaping base; meets resistance at 24.",
"03/30/09","BKE","11","Recovering from steep correction. Accumulation improving.",
"03/30/09","PETS","15","Tight action as base formed its apparent bottom is a plus.",
"03/30/09","GMCR","19","Extended 10% above 42.99 buy pt from cup with handle.","42.99 "
"03/30/09","MYRG","12","Thin stk clears 15.35 buy pt in cup w/hndle but lacks volume.","15.35 "
"03/30/09","SVR","16","Cleared apparent handle, but base shape faulty.",
"03/30/09","CERN","24","Makes progress up right side of cup-shaped base.",
"03/30/09","QSII","28","4% past 44.98 buy point from cup-without-handle base.","44.98 "
"03/30/09","OTEX","32","Forming cup-shaped base with possible 36.50 buy pt.","36.50 "
"03/30/09","CPSI","36","Extended 11% past 29.03 buy pt in choppy base.","29.03 "
"03/30/09","SPH","40","Forming cup-with-handle pattern with 37.92 buy point.","37.92 "
"03/30/09","BWLD","21","Restaurant chain 16% below 52-wk. high as it builds rt. side.",
"03/30/09","BMC","25","Accumulation building as stock exits year-long correction.",
"03/30/09","TNH","29","5% past 139.10 buy pt in handle of double-bottom base.","139.10 "
"03/30/09","LIFE","33","Rallies from 6-year low to 40-wk avg; forming base.",
"03/30/09","ALGT","37","Forming a cup-shaped base. Only 11% off 52-week high.",
"03/30/09","WES","22","Thin stock in sixth week of base, reclaims 10-week line.",
"03/30/09","VLGEA","26","Thinly traded issue hits highs after bounce off 10-week avg.",
"03/30/09","ENSG","30","Thin stock trades wide and loose in seventh week of base.",
"03/30/09","ARO","34","Recovers 40-wk avg as it forms deep V-shaped base.",
"03/30/09","APOL","38","Comeback continues, but volume needs some more push.",
"03/30/09","ENI","23","Accumulation picks up along right side of 6-mo. cup.",
"03/30/09","PNRA","27","Tops a 56.59 buy point in a 14-week, cup-shaped base.","56.59 "
"03/30/09","SUR","31","Just clears the 19.08 buy point in a double-bottom base.","19.08 "
"03/30/09","THOR","35","Consolidating at the 40-wk average as it forms new base.",
"03/30/09","NSH","39","Thin stock closes tight as it tries to build right side of base.",
"03/30/09","ADVS","44","Quickly building right side of base, but lacking volume.",
"03/30/09","PZZA","48","Retakes 40-week average as it forms new base.",
"03/30/09","SXL","41","Thin stock may be adding handle to odd cup base.",
"03/30/09","SNX","45","Gaps up out of pullback, building rgt. side of 6-mo. correction.",
"03/30/09","RHT","49","Retakes 40-week line for first time in six months.",
"03/30/09","SY","43","Extends gains on low volume after breakout from low handle.",
"03/30/09","JOSB","47","Working on ugly consolidation; volume has quieted down.",
"03/30/09","CFL","42","Adding handle to cup base; little accumulation in structure.",
"03/30/09","TDG","46","Struggling to retake 10- and 40-wk lines as it forms base.",
"03/30/09","SNDA","20","Extended 9% from 33.70 buy pt from cup with handle.","33.70 "
"03/30/09","GVA","50","Clears low handle. Volume above norm, but not great.",
"03/31/14","QIHU","1","Dropsbelow96.35entry and 10-weekline.","96.35"
